,Position,Velocity,Torque,Current
180,2050848.0,332000.0,16.32,5386.7
181,2051182.0,332750.0,17.6,5386.7
182,2051514.0,332750.0,18.24,5388.9
183,2051846.0,332500.0,18.88,5391.1
184,2052178.0,332500.0,18.88,5394.4
185,2052506.0,331000.0,18.24,5401.0
186,2052835.0,330250.0,17.92,5406.5
187,2053161.0,328750.0,18.24,5416.4
188,2053488.0,327500.0,19.52,5424.1
189,2053815.0,327250.0,20.48,5431.8
190,2054144.0,327250.0,20.48,5437.3
191,2054476.0,328750.0,21.12,5440.6
192,2054808.0,330000.0,20.48,5442.8
193,2055147.0,333000.0,17.92,5437.3
194,2055487.0,335750.0,16.96,5431.8
195,2055828.0,338000.0,16.0,5424.1
196,2056171.0,340750.0,15.04,5414.2
197,2056516.0,342250.0,16.32,5402.1
198,2056858.0,342750.0,15.68,5394.4
199,2057202.0,343500.0,16.0,5383.4
200,2057544.0,343250.0,15.68,5374.6
201,2057884.0,342000.0,14.4,5369.1
202,2058226.0,342000.0,14.08,5360.3
203,2058566.0,341000.0,13.76,5353.7
204,2058904.0,340000.0,13.76,5349.3
205,2059243.0,339750.0,14.4,5344.9
206,2059582.0,339000.0,14.4,5339.4
207,2059920.0,338500.0,15.04,5335.0
208,2060260.0,339000.0,15.36,5329.5
209,2060600.0,339250.0,15.36,5322.9
210,2060940.0,339500.0,15.04,5316.3
211,2061280.0,340000.0,15.36,5310.8
212,2061620.0,340000.0,15.36,5304.2
213,2061959.0,339750.0,15.04,5298.7
214,2062297.0,339250.0,15.36,5294.3
215,2062631.0,337750.0,16.0,5295.4
216,2062966.0,336500.0,16.96,5294.3
217,2063298.0,334750.0,17.6,5296.5
218,2063626.0,332250.0,17.6,5304.2
219,2063955.0,331000.0,18.56,5309.7
220,2064279.0,328250.0,19.2,5320.7
221,2064605.0,326750.0,18.24,5329.5
222,2064928.0,325500.0,18.88,5342.7
223,2065255.0,325000.0,19.52,5350.4
224,2065581.0,325500.0,20.16,5359.2
225,2065911.0,326500.0,20.48,5364.7
226,2066242.0,328500.0,19.52,5368.0
227,2066574.0,329750.0,19.52,5370.2
228,2066908.0,331750.0,19.52,5370.2
229,2067240.0,332250.0,16.64,5373.5
230,2067572.0,332500.0,16.96,5375.7
231,2067902.0,332000.0,16.96,5380.1
232,2068231.0,330750.0,17.28,5386.7
233,2068560.0,330000.0,18.56,5392.2
234,2068886.0,328500.0,19.2,5401.0
235,2069214.0,328000.0,19.52,5407.6
236,2069540.0,327250.0,20.16,5417.5
237,2069868.0,327000.0,20.48,5424.1
238,2070196.0,327500.0,17.28,5430.7
239,2070525.0,327750.0,17.92,5437.3
240,2070859.0,329750.0,18.24,5437.3
241,2071190.0,330500.0,19.2,5440.6
242,2071528.0,333000.0,19.84,5436.2
243,2071868.0,335750.0,19.52,5430.7
244,2072210.0,337750.0,19.52,5421.9
245,2072554.0,341000.0,16.0,5410.9
246,2072900.0,343000.0,16.32,5398.8
247,2073243.0,343750.0,16.64,5388.9
248,2073591.0,345250.0,16.96,5373.5
249,2073936.0,345500.0,17.6,5361.4
250,2074279.0,344750.0,18.56,5352.6
251,2074623.0,345000.0,17.92,5341.6
252,2074965.0,343500.0,17.6,5332.8
253,2075303.0,341750.0,17.6,5329.5
254,2075642.0,340750.0,16.64,5324.0
255,2075981.0,339500.0,16.96,5318.5
256,2076316.0,337750.0,17.28,5317.4
257,2076656.0,338250.0,17.6,5311.9
258,2076995.0,338250.0,17.6,5306.4
259,2077334.0,338250.0,16.64,5300.9
260,2077674.0,339500.0,15.68,5295.4
261,2078013.0,339250.0,15.36,5289.9
262,2078349.0,338500.0,14.72,5287.7
263,2078684.0,337500.0,14.72,5286.6
264,2079014.0,335000.0,14.72,5292.1
265,2079343.0,332500.0,15.04,5297.6
266,2079670.0,330250.0,16.0,5305.3
267,2079995.0,327750.0,15.68,5316.3
268,2080320.0,326500.0,15.36,5326.2
269,2080644.0,325250.0,15.68,5337.2
270,2080969.0,324750.0,16.32,5347.1
271,2081293.0,324500.0,16.64,5359.2
272,2081620.0,325000.0,16.96,5366.9
273,2081946.0,325500.0,17.28,5375.7
274,2082276.0,326750.0,17.6,5381.2
275,2082607.0,328500.0,16.96,5384.5
276,2082940.0,330000.0,16.32,5385.6
277,2083274.0,332000.0,15.68,5385.6
278,2083606.0,332500.0,17.28,5388.9
279,2083940.0,333250.0,17.92,5388.9
280,2084273.0,333250.0,17.92,5390.0
281,2084604.0,332500.0,18.56,5394.4
282,2084936.0,332500.0,18.56,5396.6
283,2085264.0,331000.0,18.56,5403.2
284,2085593.0,330000.0,18.24,5408.7
285,2085919.0,328750.0,17.92,5418.6
286,2086247.0,327750.0,20.48,5425.2
287,2086574.0,327500.0,20.8,5432.9
288,2086903.0,327500.0,20.48,5439.5
289,2087235.0,329000.0,20.8,5441.7
290,2087568.0,330250.0,20.16,5442.8
291,2087906.0,333000.0,19.2,5438.4
292,2088247.0,336000.0,17.28,5431.8
293,2088589.0,338500.0,15.68,5423.0
294,2088934.0,341500.0,16.64,5410.9
295,2089278.0,343000.0,16.0,5401.0
296,2089620.0,343250.0,15.68,5392.2
297,2089963.0,343500.0,15.68,5382.3
298,2090305.0,342750.0,15.04,5373.5
299,2090645.0,341750.0,14.72,5368.0
300,2090985.0,341250.0,14.72,5361.4
301,2091325.0,340500.0,14.08,5354.8
302,2091664.0,339750.0,13.76,5350.4
303,2092003.0,339500.0,14.4,5344.9
304,2092342.0,339250.0,14.72,5339.4
305,2092680.0,338750.0,14.72,5335.0
306,2093019.0,338750.0,15.04,5330.6
307,2093357.0,338500.0,15.68,5326.2
308,2093697.0,338750.0,15.68,5319.6
309,2094038.0,339500.0,15.68,5313.0
310,2094376.0,339250.0,14.72,5308.6
311,2094715.0,339500.0,15.36,5303.1
312,2095053.0,339000.0,15.36,5298.7
313,2095386.0,337000.0,16.0,5300.9
314,2095721.0,336250.0,16.96,5299.8
315,2096051.0,334000.0,17.6,5304.2
316,2096380.0,331750.0,19.2,5310.8
317,2096708.0,330500.0,19.52,5317.4
318,2097032.0,327750.0,18.88,5328.4
319,2097358.0,326750.0,18.56,5337.2
320,2097681.0,325250.0,19.52,5350.4
321,2098008.0,325000.0,19.84,5358.1
322,2098334.0,325500.0,19.84,5366.9
323,2098664.0,326500.0,20.48,5372.4
324,2098995.0,328500.0,20.8,5375.7
325,2099327.0,329750.0,20.8,5377.9
326,2099662.0,332000.0,17.6,5376.8
327,2099994.0,332500.0,16.64,5380.1
328,2100327.0,333000.0,16.96,5381.2
329,2100659.0,333000.0,17.28,5383.4
330,2100988.0,331500.0,17.28,5390.0
331,2101318.0,331000.0,18.88,5394.4
332,2101643.0,329000.0,19.84,5404.3
333,2101971.0,328000.0,20.48,5412.0
334,2102299.0,327750.0,20.16,5418.6
335,2102628.0,327500.0,16.96,5424.1
336,2102957.0,328500.0,17.28,5429.6
337,2103288.0,329250.0,17.92,5434.0
338,2103622.0,330750.0,17.92,5434.0
339,2103954.0,331500.0,19.2,5436.2
340,2104292.0,333750.0,19.52,5432.9
341,2104632.0,336000.0,20.48,5426.3
342,2104973.0,337750.0,20.16,5418.6
343,2105317.0,340750.0,16.32,5407.6
344,2105663.0,342750.0,16.64,5395.5
345,2106007.0,343750.0,16.96,5384.5
346,2106354.0,345250.0,17.28,5370.2
347,2106699.0,345500.0,17.92,5359.2
348,2107041.0,344500.0,18.24,5350.4
349,2107384.0,344250.0,18.88,5340.5
350,2107726.0,343000.0,18.56,5331.7
351,2108063.0,341000.0,16.32,5329.5
352,2108403.0,340500.0,16.96,5322.9
353,2108741.0,339250.0,17.28,5318.5
354,2109077.0,337750.0,17.28,5317.4
355,2109416.0,338250.0,17.6,5311.9
356,2109755.0,338000.0,17.28,5306.4
357,2110094.0,338250.0,16.96,5300.9
358,2110434.0,339250.0,16.64,5295.4
359,2110773.0,339250.0,15.04,5289.9
360,2111110.0,338750.0,14.72,5286.6
361,2111446.0,338000.0,14.72,5285.5
362,2111776.0,335500.0,14.72,5289.9
363,2112107.0,333500.0,15.04,5293.2
364,2112434.0,331000.0,15.04,5300.9
365,2112759.0,328250.0,15.68,5311.9
366,2113084.0,327000.0,16.32,5321.8
367,2113409.0,325500.0,16.64,5331.7
368,2113734.0,325000.0,16.0,5342.7
369,2114059.0,325000.0,16.64,5352.6
370,2114386.0,325500.0,16.96,5360.3
371,2114712.0,325750.0,16.96,5369.1
372,2115043.0,327250.0,16.96,5373.5
373,2115373.0,328500.0,16.64,5377.9
374,2115705.0,329750.0,16.64,5380.1
375,2116040.0,332000.0,16.96,5380.1
376,2116372.0,332250.0,17.28,5382.3
377,2116707.0,333500.0,17.28,5381.2
378,2117040.0,333750.0,18.56,5382.3
379,2117371.0,332750.0,18.56,5386.7
380,2117703.0,332750.0,17.92,5388.9
381,2118029.0,330500.0,17.92,5397.7
382,2118357.0,329250.0,18.24,5405.4
383,2118683.0,328000.0,18.24,5414.2
384,2119010.0,326750.0,20.48,5421.9
385,2119337.0,327000.0,20.48,5429.6
386,2119665.0,327000.0,21.12,5437.3
387,2119995.0,328000.0,20.8,5441.7
388,2120329.0,329750.0,19.52,5441.7
389,2120665.0,332000.0,18.24,5440.6
390,2121004.0,334750.0,17.28,5435.1
391,2121346.0,337750.0,16.64,5426.3
392,2121690.0,340250.0,17.6,5415.3
393,2122034.0,342250.0,16.0,5405.4
394,2122377.0,343250.0,15.68,5395.5
395,2122721.0,343750.0,15.68,5384.5
396,2123063.0,343250.0,14.72,5376.8
397,2123404.0,342500.0,14.4,5369.1
398,2123744.0,341750.0,14.4,5362.5
399,2124084.0,340750.0,14.72,5355.9
400,2124423.0,340000.0,15.04,5351.5
401,2124763.0,339750.0,14.4,5344.9
402,2125101.0,339250.0,14.4,5340.5
403,2125440.0,339000.0,14.72,5336.1
404,2125780.0,339250.0,15.04,5329.5
405,2126117.0,338500.0,15.36,5326.2
406,2126457.0,339000.0,15.36,5319.6
407,2126797.0,339250.0,16.0,5314.1
408,2127135.0,338750.0,15.68,5309.7
409,2127475.0,339500.0,15.68,5303.1
410,2127813.0,339000.0,15.36,5299.8
411,2128148.0,337750.0,16.0,5298.7
412,2128482.0,336750.0,17.28,5298.7
413,2128813.0,334500.0,17.6,5302.0
414,2129141.0,332000.0,18.56,5309.7
415,2129468.0,330000.0,19.2,5317.4
416,2129793.0,327750.0,18.88,5327.3
417,2130118.0,326250.0,19.2,5338.3
418,2130442.0,325250.0,19.52,5349.3
419,2130768.0,325000.0,19.84,5358.1
420,2131094.0,325250.0,20.48,5366.9
421,2131424.0,326500.0,20.8,5372.4
422,2131754.0,328000.0,20.48,5376.8
423,2132086.0,329500.0,20.48,5379.0
424,2132420.0,331500.0,17.6,5380.1
425,2132752.0,332000.0,17.6,5382.3
426,2133086.0,333000.0,16.96,5382.3
427,2133418.0,333000.0,16.96,5384.5
428,2133748.0,332000.0,18.56,5390.0
429,2134077.0,331250.0,19.52,5395.5
430,2134404.0,329500.0,19.52,5403.2
431,2134732.0,328500.0,20.16,5410.9
432,2135057.0,327250.0,17.28,5420.8
433,2135387.0,327500.0,18.24,5425.2
434,2135715.0,327750.0,17.6,5431.8
435,2136047.0,328750.0,17.92,5435.1
436,2136380.0,330750.0,18.24,5436.2
437,2136714.0,331750.0,19.52,5436.2
438,2137052.0,334250.0,19.84,5432.9
439,2137391.0,336000.0,20.16,5427.4
440,2137731.0,337750.0,16.64,5420.8
441,2138076.0,340500.0,17.6,5408.7
442,2138421.0,342250.0,17.28,5397.7
443,2138766.0,343750.0,16.96,5385.6
444,2139112.0,345250.0,17.6,5372.4
445,2139458.0,345500.0,17.92,5360.3
446,2139800.0,344750.0,18.24,5351.5
447,2140143.0,344250.0,18.56,5341.6
448,2140484.0,343000.0,18.24,5333.9
449,2140822.0,341000.0,17.28,5330.6
450,2141161.0,340250.0,17.92,5325.1
451,2141499.0,339000.0,16.96,5320.7
452,2141836.0,338000.0,17.6,5318.5
453,2142175.0,338250.0,17.6,5313.0
454,2142513.0,338000.0,17.28,5308.6
455,2142852.0,338250.0,16.64,5303.1
456,2143192.0,339000.0,16.64,5297.6
457,2143529.0,338500.0,15.68,5294.3
458,2143867.0,338500.0,15.68,5289.9
459,2144204.0,338000.0,15.36,5287.7
460,2144535.0,335750.0,14.72,5291.0
461,2144865.0,334000.0,15.04,5295.4
462,2145192.0,331250.0,15.36,5304.2
463,2145518.0,328500.0,15.36,5313.0
464,2145843.0,327000.0,15.36,5322.9
465,2146167.0,325500.0,16.32,5333.9
466,2146493.0,325250.0,16.96,5343.8
467,2146819.0,325250.0,17.28,5352.6
468,2147147.0,326000.0,16.64,5359.2
469,2147474.0,326750.0,16.64,5368.0
470,2147805.0,328000.0,16.32,5371.3
471,2148135.0,329000.0,16.32,5375.7
472,2148468.0,330250.0,16.0,5376.8
473,2148801.0,331750.0,17.28,5379.0
474,2149135.0,332500.0,17.92,5379.0
475,2149469.0,333500.0,18.24,5379.0
476,2149803.0,333750.0,17.6,5380.1
477,2150135.0,333500.0,17.6,5382.3
478,2150467.0,333000.0,16.96,5384.5
479,2150795.0,331500.0,17.92,5391.1
480,2151123.0,330000.0,17.6,5398.8
481,2151449.0,328500.0,20.16,5407.6
482,2151776.0,327250.0,20.8,5415.3
483,2152102.0,326750.0,21.44,5425.2
484,2152431.0,327000.0,20.8,5430.7
485,2152763.0,328500.0,19.52,5432.9
486,2153096.0,330000.0,18.56,5434.0
487,2153434.0,333000.0,18.24,5430.7
488,2153772.0,335250.0,16.96,5426.3
489,2154114.0,337750.0,17.92,5417.5
490,2154458.0,340500.0,17.28,5407.6
491,2154802.0,342000.0,16.96,5396.6
492,2155146.0,343500.0,16.0,5385.6
493,2155490.0,344000.0,14.72,5374.6
494,2155833.0,343750.0,14.4,5365.8
495,2156173.0,342750.0,14.08,5359.2
496,2156514.0,342000.0,13.76,5351.5
497,2156853.0,340750.0,14.08,5347.1
498,2157192.0,339750.0,14.4,5341.6
499,2157532.0,339750.0,15.36,5335.0
500,2157870.0,339000.0,15.04,5330.6
501,2158210.0,339250.0,14.72,5325.1
502,2158550.0,339500.0,14.72,5318.5
503,2158888.0,339000.0,14.72,5314.1
504,2159229.0,339750.0,15.04,5307.5
505,2159569.0,339750.0,14.72,5300.9
506,2159906.0,339000.0,15.04,5297.6
507,2160246.0,339500.0,16.0,5291.0
508,2160585.0,339000.0,16.0,5286.6
509,2160920.0,337750.0,16.0,5285.5
510,2161254.0,337000.0,16.32,5285.5
511,2161586.0,335000.0,17.28,5288.8
512,2161914.0,332250.0,17.92,5295.4
513,2162242.0,330500.0,16.96,5302.0
514,2162566.0,328000.0,18.24,5313.0
515,2162892.0,326500.0,19.2,5322.9
516,2163214.0,325000.0,19.84,5336.1
517,2163541.0,324750.0,20.16,5343.8
518,2163867.0,325250.0,19.84,5353.7
519,2164197.0,326250.0,20.16,5358.1
520,2164527.0,328250.0,19.84,5362.5
521,2164859.0,329500.0,18.24,5364.7
522,2165192.0,331250.0,17.28,5366.9
523,2165523.0,331500.0,17.28,5370.2
524,2165855.0,332000.0,17.92,5372.4
525,2166186.0,331750.0,18.24,5376.8
526,2166516.0,331000.0,18.24,5381.2
527,2166843.0,330000.0,19.2,5388.9
528,2167171.0,329000.0,19.2,5395.5
529,2167498.0,328000.0,20.16,5404.3
530,2167823.0,326750.0,16.96,5414.2
531,2168152.0,327250.0,17.92,5419.7
532,2168479.0,327000.0,18.24,5428.5
533,2168810.0,328000.0,18.88,5431.8
534,2169143.0,330000.0,18.88,5432.9
535,2169477.0,331250.0,19.52,5432.9
536,2169815.0,334000.0,19.84,5429.6
537,2170153.0,335750.0,19.84,5425.2
538,2170494.0,337750.0,16.64,5417.5
539,2170838.0,340250.0,16.96,5407.6
540,2171182.0,341750.0,17.28,5396.6
541,2171527.0,343500.0,17.92,5384.5
542,2171874.0,345000.0,18.24,5370.2
543,2172219.0,345250.0,17.6,5359.2
544,2172563.0,345250.0,17.92,5348.2
545,2172905.0,344500.0,17.92,5339.4
546,2173246.0,343000.0,16.32,5332.8
547,2173585.0,341500.0,16.64,5327.3
548,2173923.0,340000.0,17.28,5322.9
549,2174260.0,338750.0,18.24,5319.6
550,2174597.0,337750.0,18.24,5317.4
551,2174936.0,337750.0,17.28,5311.9
552,2175274.0,337750.0,16.96,5307.5
553,2175613.0,338250.0,16.32,5303.1
554,2175953.0,339000.0,15.36,5296.5
555,2176289.0,338250.0,15.36,5294.3
556,2176627.0,338250.0,15.36,5289.9
557,2176961.0,337000.0,15.36,5291.0
558,2177292.0,334750.0,15.68,5294.3
559,2177622.0,333250.0,14.72,5298.7
560,2177948.0,330250.0,15.04,5308.6
561,2178274.0,328250.0,15.36,5317.4
562,2178598.0,326500.0,15.68,5328.4
563,2178922.0,325000.0,16.32,5339.4
564,2179246.0,324500.0,16.64,5351.5
565,2179571.0,324250.0,17.28,5361.4
566,2179898.0,325000.0,17.6,5369.1
567,2180227.0,326250.0,16.96,5375.7
568,2180558.0,328000.0,16.32,5379.0
569,2180887.0,329000.0,15.68,5384.5
570,2181220.0,330500.0,16.0,5385.6
571,2181553.0,331500.0,17.6,5387.8
572,2181886.0,332000.0,17.6,5388.9
573,2182221.0,333500.0,17.92,5387.8
574,2182552.0,333000.0,17.92,5392.2
575,2182885.0,333000.0,17.6,5393.3
576,2183217.0,332750.0,16.64,5395.5
577,2183546.0,331250.0,16.96,5401.0
578,2183874.0,330500.0,19.84,5408.7
579,2184200.0,328750.0,19.84,5417.5
580,2184527.0,327500.0,20.48,5425.2
581,2184852.0,326500.0,21.12,5436.2
582,2185183.0,327250.0,21.44,5439.5
583,2185513.0,328250.0,19.84,5443.9
584,2185848.0,330250.0,18.24,5443.9
585,2186186.0,333500.0,17.28,5439.5
586,2186524.0,335250.0,18.24,5435.1
587,2186868.0,338750.0,17.6,5424.1
588,2187211.0,340750.0,16.96,5415.3
589,2187554.0,342000.0,16.64,5405.4
590,2187898.0,343500.0,16.0,5394.4
591,2188242.0,343500.0,15.68,5384.5
592,2188583.0,343000.0,14.72,5376.8
593,2188925.0,342750.0,13.76,5368.0
594,2189267.0,342250.0,14.08,5359.2
595,2189605.0,340750.0,14.4,5355.9
596,2189945.0,340500.0,14.08,5349.3
597,2190284.0,339750.0,14.72,5343.8
598,2190621.0,338500.0,14.72,5341.6
599,2190960.0,338750.0,15.68,5336.1
600,2191300.0,338750.0,15.36,5329.5
601,2191639.0,338750.0,14.72,5324.0
602,2191979.0,339500.0,14.08,5318.5
603,2192319.0,339750.0,14.72,5311.9
604,2192658.0,339500.0,15.36,5306.4
605,2192997.0,339500.0,15.68,5302.0
606,2193334.0,338750.0,16.32,5298.7
607,2193670.0,337750.0,16.64,5296.5
608,2194005.0,336750.0,17.6,5295.4
609,2194335.0,334500.0,16.96,5300.9
610,2194666.0,333000.0,17.6,5304.2
611,2194993.0,330750.0,17.28,5311.9
612,2195318.0,328250.0,18.56,5322.9
613,2195643.0,327000.0,19.2,5332.8
614,2195968.0,325500.0,19.84,5342.7
615,2196294.0,325250.0,20.8,5351.5
616,2196619.0,325250.0,21.44,5362.5
617,2196949.0,326500.0,20.8,5366.9
618,2197279.0,327750.0,19.84,5371.3
619,2197612.0,329500.0,17.6,5373.5
620,2197944.0,331250.0,17.6,5375.7
621,2198276.0,331750.0,17.6,5377.9
622,2198609.0,332500.0,17.92,5379.0
623,2198937.0,331250.0,18.88,5386.7
624,2199267.0,330750.0,20.16,5391.1
625,2199595.0,329750.0,20.16,5397.7
626,2199923.0,328500.0,19.52,5405.4
627,2200249.0,328000.0,16.64,5414.2
628,2200577.0,327500.0,17.6,5420.8
629,2200905.0,327500.0,17.92,5427.4
630,2201232.0,327250.0,18.24,5436.2
631,2201563.0,328500.0,19.52,5439.5
632,2201894.0,329250.0,20.8,5442.8
633,2202229.0,331000.0,21.12,5442.8
634,2202567.0,333750.0,20.16,5438.4
