,Position,Velocity,Torque,Current
53,10223.0,340750.0,15.68,4901.6
54,10558.0,338250.0,15.68,4900.5
55,10891.0,336000.0,16.0,4902.7
56,11223.0,334750.0,16.64,4904.9
57,11552.0,332250.0,16.96,4911.5
58,11882.0,331000.0,17.28,4915.9
59,12212.0,330250.0,16.96,4921.4
60,12542.0,329750.0,16.32,4925.8
61,12874.0,330500.0,16.0,4929.1
62,13203.0,330250.0,15.36,4934.6
63,13535.0,330750.0,15.04,4937.9
64,13862.0,330000.0,14.72,4945.6
65,14189.0,328750.0,15.04,4954.4
66,14513.0,327500.0,14.72,4965.4
67,14834.0,324750.0,14.72,4980.8
68,15152.0,322500.0,14.72,4998.4
69,15469.0,320000.0,16.0,5018.2
70,15784.0,317750.0,16.0,5039.1
71,16101.0,316750.0,15.68,5058.9
72,16416.0,316000.0,16.0,5079.8
73,16734.0,316250.0,16.64,5098.5
74,17051.0,316750.0,16.64,5117.2
75,17372.0,317750.0,16.64,5132.6
76,17691.0,318750.0,16.32,5149.1
77,18015.0,320250.0,17.6,5161.2
78,18338.0,321750.0,17.92,5173.3
79,18666.0,323500.0,17.28,5181.0
80,18993.0,325500.0,17.28,5188.7
81,19320.0,326250.0,17.92,5197.5
82,19648.0,327500.0,16.96,5204.1
83,19974.0,327000.0,16.96,5214.0
84,20300.0,326750.0,16.96,5222.8
85,20622.0,325500.0,17.28,5237.1
86,20947.0,324750.0,19.84,5247.0
87,21268.0,323500.0,19.84,5262.4
88,21592.0,323000.0,19.84,5273.4
89,21912.0,322500.0,20.48,5289.9
90,22236.0,322250.0,20.16,5300.9
91,22559.0,322750.0,19.2,5314.1
92,22887.0,323750.0,18.88,5320.7
93,23217.0,326250.0,19.52,5326.2
94,23551.0,328750.0,19.84,5326.2
95,23888.0,332250.0,18.88,5324.0
96,24226.0,334750.0,17.28,5319.6
97,24568.0,337750.0,16.64,5311.9
98,24910.0,339750.0,15.68,5303.1
99,25249.0,340250.0,14.72,5298.7
100,25590.0,341000.0,14.4,5291.0
101,25930.0,340500.0,14.08,5285.5
102,26266.0,339000.0,15.04,5283.3
103,26605.0,339000.0,15.04,5278.9
104,26943.0,338250.0,15.04,5274.5
105,27280.0,337500.0,14.4,5272.3
106,27617.0,337750.0,14.4,5269.0
107,27953.0,337000.0,14.4,5267.9
108,28290.0,336750.0,14.4,5264.6
109,28628.0,337000.0,14.72,5261.3
110,28962.0,336250.0,14.72,5261.3
111,29300.0,336750.0,15.68,5258.0
112,29638.0,337000.0,15.68,5253.6
113,29975.0,336750.0,15.36,5251.4
114,30313.0,337750.0,15.68,5247.0
115,30648.0,337000.0,16.32,5247.0
116,30981.0,335750.0,16.32,5248.1
117,31314.0,334750.0,16.96,5250.3
118,31641.0,332000.0,16.64,5258.0
119,31969.0,330250.0,17.92,5265.7
120,32293.0,328000.0,18.56,5276.7
121,32618.0,326000.0,18.56,5287.7
122,32941.0,325000.0,19.52,5299.8
123,33264.0,323750.0,20.48,5313.0
124,33588.0,323750.0,20.8,5324.0
125,33914.0,324000.0,20.8,5333.9
126,34242.0,325250.0,18.56,5340.5
127,34570.0,326500.0,18.88,5348.2
128,34902.0,328500.0,19.2,5350.4
129,35234.0,330000.0,18.24,5353.7
130,35568.0,331500.0,18.24,5353.7
131,35900.0,332500.0,18.56,5357.0
132,36231.0,332250.0,19.2,5360.3
133,36561.0,331750.0,19.2,5365.8
134,36888.0,330000.0,17.92,5373.5
135,37216.0,329000.0,16.96,5381.2
136,37541.0,327500.0,18.24,5391.1
137,37869.0,327000.0,18.24,5398.8
138,38197.0,327250.0,18.24,5405.4
139,38525.0,327250.0,19.2,5413.1
140,38856.0,328750.0,20.16,5416.4
141,39186.0,329250.0,20.16,5421.9
142,39521.0,331000.0,18.56,5420.8
143,39856.0,332750.0,17.28,5420.8
144,40194.0,334500.0,17.92,5416.4
145,40536.0,337500.0,18.56,5408.7
146,40879.0,339500.0,17.28,5398.8
147,41223.0,341750.0,18.24,5388.9
148,41568.0,343500.0,18.56,5376.8
149,41913.0,344250.0,18.24,5365.8
150,42257.0,344500.0,18.24,5354.8
151,42601.0,344500.0,16.64,5344.9
152,42943.0,343750.0,17.28,5336.1
153,43283.0,342500.0,17.6,5330.6
154,43623.0,341500.0,17.92,5324.0
155,43962.0,340250.0,17.6,5319.6
156,44300.0,339250.0,17.92,5315.2
157,44638.0,338750.0,17.92,5311.9
158,44976.0,338250.0,17.6,5307.5
159,45315.0,338250.0,16.32,5303.1
160,45656.0,339000.0,16.32,5295.4
161,45995.0,339250.0,16.64,5291.0
162,46335.0,339750.0,16.0,5284.4
163,46675.0,340000.0,15.04,5278.9
164,47009.0,338250.0,15.04,5278.9
165,47344.0,337250.0,14.72,5278.9
166,47674.0,334750.0,14.4,5283.3
167,48003.0,332000.0,14.72,5289.9
168,48330.0,330250.0,15.04,5297.6
169,48653.0,327250.0,16.0,5310.8
170,48979.0,326250.0,16.64,5319.6
171,49304.0,325250.0,16.0,5330.6
172,49631.0,325250.0,16.0,5338.3
173,49957.0,326000.0,16.0,5348.2
174,50285.0,326500.0,16.0,5354.8
175,50615.0,327750.0,16.96,5360.3
176,50945.0,328500.0,16.96,5364.7
177,51278.0,330250.0,17.6,5366.9
178,51609.0,331000.0,17.92,5370.2
179,51943.0,332000.0,17.92,5371.3
180,52277.0,333000.0,16.32,5371.3
181,52610.0,333000.0,16.32,5373.5
182,52943.0,333500.0,16.32,5374.6
183,53271.0,332000.0,18.56,5382.3
184,53601.0,331000.0,18.88,5386.7
185,53927.0,329250.0,19.52,5396.6
186,54254.0,327750.0,20.8,5404.3
187,54580.0,327250.0,20.16,5414.2
188,54907.0,326500.0,18.88,5421.9
189,55236.0,327250.0,18.88,5428.5
190,55565.0,327750.0,18.56,5434.0
191,55899.0,329750.0,19.2,5435.1
192,56235.0,332000.0,19.2,5432.9
193,56575.0,334750.0,18.56,5427.4
194,56917.0,338000.0,18.56,5418.6
195,57259.0,340000.0,17.6,5410.9
196,57605.0,342500.0,15.36,5397.7
197,57951.0,344000.0,14.08,5385.6
198,58295.0,344500.0,14.08,5374.6
199,58637.0,344500.0,14.4,5366.9
200,58979.0,343500.0,14.72,5358.1
201,59320.0,342250.0,14.08,5351.5
202,59660.0,341250.0,14.4,5344.9
203,60000.0,340750.0,15.04,5339.4
204,60339.0,340000.0,14.72,5333.9
205,60678.0,339500.0,14.08,5329.5
206,61018.0,339500.0,14.08,5322.9
207,61356.0,339000.0,14.4,5319.6
208,61695.0,339000.0,14.4,5314.1
209,62035.0,339250.0,14.72,5308.6
210,62372.0,338500.0,15.04,5305.3
211,62712.0,339000.0,16.0,5299.8
212,63052.0,339250.0,16.32,5293.2
213,63387.0,338000.0,15.68,5293.2
214,63724.0,338000.0,16.0,5289.9
215,64058.0,336500.0,15.04,5291.0
216,64389.0,334250.0,16.32,5294.3
217,64718.0,332750.0,17.28,5300.9
218,65042.0,329500.0,17.6,5311.9
219,65369.0,327750.0,19.2,5320.7
220,65692.0,325750.0,20.48,5332.8
221,66018.0,325000.0,20.16,5342.7
222,66343.0,325250.0,20.16,5352.6
223,66671.0,325500.0,20.16,5360.3
224,67000.0,327000.0,18.24,5365.8
225,67331.0,328250.0,18.56,5370.2
226,67664.0,330250.0,18.24,5371.3
227,67994.0,330750.0,17.92,5376.8
228,68328.0,332000.0,19.2,5376.8
229,68661.0,332500.0,19.52,5379.0
230,68992.0,332000.0,18.88,5382.3
231,69323.0,332250.0,18.88,5386.7
232,69649.0,330250.0,17.92,5395.5
233,69978.0,329250.0,16.64,5402.1
234,70302.0,327500.0,17.28,5413.1
235,70630.0,326750.0,18.24,5420.8
236,70957.0,327000.0,19.84,5428.5
237,71285.0,326750.0,20.48,5436.2
238,71615.0,328250.0,19.84,5440.6
239,71948.0,329500.0,20.16,5442.8
240,72283.0,331500.0,16.96,5441.7
241,72618.0,333250.0,17.6,5441.7
242,72957.0,335500.0,17.92,5436.2
243,73299.0,337750.0,17.92,5428.5
244,73641.0,339500.0,18.24,5419.7
245,73986.0,342000.0,19.2,5408.7
246,74333.0,344000.0,18.24,5394.4
247,74679.0,345000.0,18.24,5382.3
248,75023.0,345500.0,17.92,5371.3
249,75368.0,345500.0,16.32,5360.3
250,75711.0,344500.0,16.96,5350.4
251,76051.0,343000.0,17.28,5344.9
252,76391.0,342000.0,17.92,5338.3
253,76729.0,340250.0,18.88,5335.0
254,77067.0,339000.0,18.56,5330.6
255,77407.0,339000.0,17.6,5325.1
256,77746.0,338750.0,16.96,5319.6
257,78085.0,339000.0,16.32,5315.2
258,78426.0,339750.0,16.32,5307.5
259,78765.0,339500.0,15.68,5303.1
260,79105.0,339750.0,15.68,5296.5
261,79444.0,339750.0,16.0,5292.1
262,79778.0,338000.0,15.36,5292.1
263,80113.0,337000.0,14.4,5292.1
264,80443.0,334500.0,14.4,5296.5
265,80772.0,332000.0,14.72,5303.1
266,81099.0,330250.0,15.04,5310.8
267,81422.0,327250.0,16.0,5324.0
268,81748.0,326250.0,16.0,5332.8
269,82071.0,324750.0,16.32,5346.0
270,82398.0,324750.0,16.96,5353.7
271,82724.0,325500.0,16.0,5363.6
272,83053.0,326250.0,15.36,5369.1
273,83383.0,328000.0,16.96,5374.6
274,83713.0,328750.0,16.96,5379.0
275,84046.0,330500.0,17.6,5381.2
276,84376.0,330750.0,17.6,5385.6
277,84710.0,331750.0,17.28,5386.7
278,85044.0,332750.0,16.96,5386.7
279,85376.0,332500.0,16.64,5390.0
280,85709.0,333250.0,16.0,5391.1
281,86039.0,332250.0,18.56,5396.6
282,86369.0,331250.0,19.2,5401.0
283,86697.0,330250.0,19.52,5408.7
284,87024.0,328750.0,20.48,5416.4
285,87351.0,328000.0,20.16,5425.2
286,87679.0,327500.0,19.84,5431.8
287,88010.0,328250.0,19.52,5436.2
288,88340.0,329000.0,17.6,5440.6
289,88676.0,331250.0,19.52,5439.5
290,89013.0,333500.0,18.56,5436.2
291,89353.0,335750.0,17.92,5430.7
292,89696.0,339000.0,17.92,5420.8
293,90040.0,341000.0,16.32,5410.9
294,90384.0,342750.0,15.68,5399.9
295,90728.0,343750.0,15.04,5390.0
296,91073.0,344250.0,13.76,5377.9
297,91415.0,343750.0,14.08,5370.2
298,91758.0,343500.0,14.4,5360.3
299,92099.0,342750.0,14.4,5353.7
300,92438.0,341250.0,14.08,5348.2
301,92777.0,340500.0,14.4,5343.8
302,93117.0,339750.0,14.4,5337.2
303,93455.0,339000.0,14.72,5333.9
304,93795.0,339250.0,14.72,5327.3
305,94134.0,339250.0,14.08,5322.9
306,94473.0,339000.0,14.4,5317.4
307,94812.0,339250.0,14.72,5313.0
308,95151.0,339000.0,15.04,5307.5
309,95489.0,338750.0,15.68,5304.2
310,95828.0,338750.0,16.0,5298.7
311,96162.0,337500.0,16.96,5299.8
312,96498.0,336750.0,16.96,5297.6
313,96832.0,335750.0,15.04,5298.7
314,97162.0,333500.0,16.32,5303.1
315,97492.0,332500.0,17.28,5308.6
316,97817.0,329750.0,17.92,5318.5
317,98143.0,327750.0,18.88,5328.4
318,98466.0,326000.0,19.84,5340.5
319,98791.0,324750.0,21.12,5351.5
320,99117.0,325000.0,21.44,5360.3
321,99444.0,325250.0,20.48,5369.1
322,99773.0,326750.0,18.24,5374.6
323,100104.0,328250.0,18.24,5379.0
324,100438.0,330250.0,18.24,5379.0
325,100769.0,331250.0,17.92,5383.4
326,101104.0,332750.0,18.88,5382.3
327,101436.0,333000.0,19.2,5385.6
328,101767.0,332250.0,19.52,5388.9
329,102099.0,332500.0,20.16,5392.2
330,102426.0,330500.0,16.0,5399.9
331,102755.0,329750.0,16.96,5406.5
332,103082.0,328750.0,17.28,5414.2
333,103409.0,327500.0,17.92,5423.0
334,103737.0,327750.0,19.2,5429.6
335,104066.0,327750.0,19.52,5436.2
336,104397.0,328750.0,21.12,5439.5
337,104727.0,329500.0,21.12,5445.0
338,105062.0,331250.0,16.64,5443.9
339,105399.0,333250.0,17.28,5441.7
340,105738.0,335250.0,17.28,5436.2
341,106080.0,338250.0,17.6,5428.5
342,106423.0,340250.0,18.56,5418.6
343,106766.0,341750.0,18.56,5409.8
344,107112.0,343500.0,18.88,5396.6
345,107458.0,344500.0,19.2,5384.5
346,107802.0,344750.0,16.0,5373.5
347,108148.0,345500.0,16.32,5361.4
348,108491.0,344750.0,16.64,5351.5
349,108831.0,343250.0,17.28,5346.0
350,109171.0,342250.0,17.6,5339.4
351,109510.0,340500.0,18.24,5335.0
352,109847.0,339000.0,17.92,5331.7
353,110186.0,338750.0,18.56,5327.3
354,110525.0,338500.0,17.92,5321.8
355,110865.0,338750.0,16.0,5316.3
356,111206.0,339750.0,16.32,5308.6
357,111546.0,340000.0,15.68,5303.1
358,111885.0,340000.0,16.0,5297.6
359,112224.0,339750.0,15.36,5293.2
360,112559.0,338250.0,15.04,5292.1
361,112892.0,336500.0,15.04,5294.3
362,113223.0,334500.0,15.04,5297.6
363,113550.0,331500.0,14.72,5306.4
364,113878.0,329750.0,15.04,5313.0
365,114202.0,327500.0,15.36,5325.1
366,114528.0,326250.0,16.0,5333.9
367,114851.0,325250.0,16.0,5347.1
368,115178.0,325000.0,16.32,5354.8
369,115505.0,325750.0,16.32,5363.6
370,115833.0,326250.0,16.32,5370.2
371,116164.0,328250.0,16.96,5374.6
372,116494.0,329000.0,16.64,5379.0
373,116827.0,330500.0,17.28,5381.2
374,117160.0,331750.0,16.96,5382.3
375,117494.0,332500.0,16.96,5383.4
376,117828.0,333500.0,16.64,5383.4
377,118159.0,333000.0,16.64,5387.8
378,118491.0,332750.0,17.6,5390.0
379,118821.0,331750.0,19.2,5395.5
380,119151.0,330750.0,18.88,5399.9
381,119478.0,329750.0,19.2,5408.7
382,119805.0,328500.0,20.16,5416.4
383,120132.0,327750.0,19.52,5425.2
384,120458.0,326750.0,19.2,5434.0
385,120787.0,327250.0,19.52,5440.6
386,121117.0,328000.0,20.16,5445.0
387,121452.0,330000.0,20.48,5445.0
388,121790.0,333000.0,18.56,5440.6
389,122131.0,336000.0,18.24,5434.0
390,122473.0,339000.0,17.28,5425.2
391,122818.0,341500.0,16.0,5414.2
392,123161.0,342750.0,15.36,5404.3
393,123506.0,343750.0,14.72,5393.3
394,123850.0,344250.0,14.4,5382.3
395,124191.0,343250.0,15.36,5375.7
396,124534.0,343250.0,14.72,5365.8
397,124876.0,342500.0,14.08,5358.1
398,125214.0,341000.0,14.4,5353.7
399,125555.0,341000.0,14.08,5347.1
400,125894.0,340000.0,14.4,5341.6
401,126231.0,338750.0,14.4,5339.4
402,126571.0,339250.0,14.72,5332.8
403,126909.0,338500.0,15.04,5329.5
404,127248.0,338500.0,15.04,5324.0
405,127588.0,339250.0,14.72,5318.5
406,127928.0,339250.0,15.36,5311.9
407,128266.0,339250.0,15.68,5308.6
408,128605.0,339250.0,16.0,5303.1
409,128941.0,338250.0,16.32,5302.0
410,129276.0,337000.0,16.32,5300.9
411,129609.0,335750.0,16.64,5303.1
412,129938.0,333250.0,17.28,5308.6
413,130268.0,331750.0,17.28,5314.1
414,130593.0,329250.0,18.24,5324.0
415,130919.0,327500.0,19.2,5333.9
416,131243.0,326250.0,19.84,5344.9
417,131567.0,324750.0,20.48,5357.0
418,131892.0,324750.0,20.8,5366.9
419,132218.0,324750.0,19.2,5376.8
420,132548.0,326250.0,19.52,5381.2
421,132878.0,327750.0,18.88,5386.7
422,133212.0,330000.0,18.56,5386.7
423,133544.0,331500.0,18.88,5390.0
424,133878.0,332500.0,19.2,5390.0
425,134211.0,333250.0,19.84,5392.2
426,134542.0,332500.0,19.52,5395.5
427,134873.0,332250.0,16.64,5399.9
428,135200.0,330500.0,17.6,5407.6
429,135530.0,329750.0,17.92,5413.1
430,135858.0,329000.0,17.28,5419.7
431,136186.0,328250.0,18.88,5427.4
432,136515.0,328750.0,19.52,5432.9
433,136843.0,328250.0,20.16,5440.6
434,137174.0,329000.0,20.48,5443.9
435,137505.0,329750.0,18.24,5448.3
436,137841.0,331500.0,17.92,5446.1
437,138178.0,333750.0,18.24,5443.9
438,138517.0,335750.0,17.92,5438.4
439,138859.0,338500.0,17.92,5430.7
440,139204.0,340750.0,18.56,5418.6
441,139547.0,342250.0,18.88,5409.8
442,139894.0,344250.0,18.56,5395.5
443,140240.0,345250.0,16.0,5383.4
444,140583.0,344750.0,16.64,5373.5
445,140928.0,345250.0,17.6,5362.5
446,141272.0,344500.0,17.6,5351.5
447,141612.0,343000.0,17.6,5346.0
448,141952.0,342250.0,17.92,5339.4
449,142292.0,341000.0,18.24,5333.9
450,142628.0,339000.0,17.92,5331.7
451,142966.0,338500.0,17.92,5328.4
452,143306.0,338500.0,16.96,5321.8
453,143644.0,338000.0,17.28,5318.5
454,143986.0,339500.0,16.96,5309.7
455,144327.0,340250.0,15.68,5303.1
456,144665.0,339750.0,15.68,5298.7
457,145005.0,340250.0,15.36,5293.2
458,145340.0,338500.0,15.04,5292.1
459,145674.0,336750.0,15.04,5293.2
460,146005.0,335000.0,14.72,5296.5
461,146331.0,331500.0,15.36,5306.4
462,146659.0,329750.0,16.0,5313.0
463,146984.0,327500.0,15.68,5324.0
464,147310.0,326250.0,16.0,5332.8
465,147635.0,326000.0,15.68,5343.8
466,147960.0,325250.0,16.0,5353.7
467,148288.0,326000.0,16.0,5361.4
468,148616.0,326500.0,16.64,5368.0
469,148946.0,327750.0,17.28,5373.5
470,149276.0,329000.0,17.92,5377.9
471,149609.0,330250.0,17.6,5380.1
472,149943.0,331750.0,16.96,5380.1
473,150277.0,332750.0,16.32,5381.2
474,150611.0,333750.0,16.64,5381.2
475,150942.0,333250.0,16.0,5385.6
476,151275.0,333000.0,18.56,5386.7
477,151605.0,332000.0,18.88,5392.2
478,151934.0,330750.0,20.16,5397.7
479,152262.0,330000.0,20.48,5405.4
480,152588.0,328250.0,19.2,5414.2
481,152915.0,327500.0,18.56,5423.0
482,153241.0,326750.0,19.2,5431.8
483,153570.0,327000.0,19.2,5438.4
484,153900.0,328000.0,20.48,5442.8
485,154234.0,329750.0,20.16,5443.9
486,154572.0,332750.0,19.84,5439.5
487,154910.0,335000.0,19.2,5436.2
488,155254.0,338500.0,17.28,5425.2
489,155599.0,341250.0,16.0,5414.2
490,155942.0,342500.0,15.04,5404.3
491,156287.0,344250.0,14.4,5393.3
492,156632.0,344500.0,15.36,5381.2
493,156974.0,343750.0,14.72,5373.5
494,157315.0,343250.0,15.04,5365.8
495,157657.0,342500.0,15.36,5358.1
496,157997.0,341250.0,14.72,5351.5
497,158337.0,340750.0,13.76,5346.0
498,158678.0,340750.0,14.08,5338.3
499,159015.0,339500.0,14.4,5336.1
500,159355.0,339500.0,14.08,5329.5
501,159695.0,339500.0,14.72,5324.0
502,160032.0,338500.0,15.04,5320.7
503,160373.0,339500.0,15.68,5314.1
504,160713.0,339500.0,16.0,5307.5
505,161051.0,339000.0,15.36,5304.2
506,161391.0,339750.0,15.68,5297.6
507,161728.0,338750.0,16.0,5295.4
508,162063.0,337500.0,15.36,5294.3
509,162397.0,336500.0,16.0,5295.4
510,162726.0,333750.0,16.96,5300.9
511,163055.0,331750.0,18.24,5307.5
512,163382.0,329750.0,19.2,5315.2
513,163707.0,327500.0,19.2,5326.2
514,164033.0,326750.0,19.84,5335.0
515,164357.0,325500.0,20.48,5347.1
516,164683.0,325250.0,20.48,5355.9
517,165008.0,325250.0,18.88,5366.9
518,165339.0,326500.0,19.2,5370.2
519,165669.0,328000.0,19.2,5375.7
520,166002.0,329750.0,19.52,5376.8
521,166336.0,332000.0,19.52,5377.9
522,166670.0,332750.0,18.88,5377.9
523,167003.0,333500.0,18.88,5380.1
524,167334.0,333000.0,17.6,5383.4
525,167665.0,332250.0,16.64,5387.8
526,167993.0,330750.0,16.96,5394.4
527,168321.0,329500.0,17.28,5402.1
528,168649.0,328750.0,18.56,5408.7
529,168975.0,327500.0,19.84,5418.6
530,169304.0,327750.0,19.52,5424.1
531,169632.0,327750.0,19.84,5431.8
532,169964.0,328750.0,20.48,5434.0
533,170297.0,330500.0,17.28,5436.2
534,170631.0,331750.0,17.6,5436.2
535,170969.0,334250.0,17.92,5432.9
536,171306.0,335500.0,18.24,5429.6
537,171648.0,337750.0,19.52,5421.9
538,171993.0,340500.0,18.88,5409.8
539,172338.0,342250.0,18.24,5398.8
540,172682.0,344000.0,18.24,5387.8
541,173028.0,345000.0,16.32,5375.7
542,173372.0,344750.0,16.64,5364.7
543,173715.0,344250.0,17.28,5355.9
544,174057.0,343750.0,17.6,5347.1
545,174397.0,342250.0,18.56,5341.6
546,174736.0,341000.0,18.56,5336.1
547,175075.0,340000.0,18.24,5331.7
548,175413.0,339000.0,17.92,5327.3
549,175750.0,338250.0,16.96,5325.1
550,176089.0,338250.0,16.96,5319.6
551,176427.0,338000.0,16.96,5316.3
552,176767.0,338500.0,16.64,5309.7
553,177108.0,339500.0,16.96,5303.1
554,177446.0,339250.0,16.32,5298.7
555,177786.0,339750.0,15.36,5293.2
556,178123.0,339000.0,14.72,5289.9
557,178454.0,336500.0,14.4,5294.3
558,178786.0,335000.0,14.72,5296.5
559,179113.0,331750.0,15.04,5305.3
560,179440.0,329250.0,15.68,5313.0
561,179765.0,327750.0,16.0,5324.0
562,180090.0,326000.0,16.32,5333.9
563,180416.0,325750.0,15.68,5343.8
564,180742.0,325500.0,15.68,5352.6
565,181070.0,326250.0,16.64,5360.3
566,181396.0,326500.0,16.96,5369.1
567,181728.0,328000.0,16.96,5372.4
568,182058.0,329000.0,17.28,5376.8
569,182390.0,330000.0,17.6,5380.1
570,182724.0,332000.0,16.96,5380.1
571,183057.0,332250.0,16.64,5382.3
572,183392.0,333500.0,15.68,5381.2
573,183725.0,333750.0,17.92,5383.4
574,184057.0,333250.0,18.24,5385.6
575,184388.0,332750.0,18.56,5390.0
576,184716.0,331000.0,19.52,5396.6
577,185044.0,329750.0,19.2,5404.3
578,185370.0,328250.0,19.52,5413.1
579,185697.0,327250.0,19.2,5421.9
580,186024.0,327000.0,18.56,5429.6
581,186354.0,327500.0,19.52,5435.1
582,186685.0,328750.0,20.16,5438.4
583,187019.0,330500.0,19.84,5439.5
584,187356.0,333000.0,19.52,5436.2
585,187696.0,335500.0,18.56,5430.7
586,188038.0,338250.0,17.28,5421.9
587,188383.0,341000.0,16.0,5410.9
588,188728.0,343000.0,14.72,5398.8
589,189073.0,344250.0,15.04,5387.8
590,189417.0,344750.0,14.72,5376.8
591,189760.0,344250.0,14.72,5368.0
592,190101.0,343250.0,14.4,5360.3
593,190441.0,342000.0,14.4,5354.8
594,190781.0,341000.0,14.08,5348.2
595,191120.0,340000.0,14.4,5343.8
596,191460.0,339750.0,14.4,5337.2
597,191799.0,339500.0,13.76,5332.8
598,192138.0,339250.0,14.08,5327.3
599,192477.0,339250.0,14.4,5322.9
600,192816.0,339000.0,14.72,5317.4
601,193155.0,339000.0,15.04,5313.0
602,193495.0,339250.0,15.68,5306.4
603,193833.0,339000.0,16.32,5303.1
604,194172.0,339000.0,16.32,5297.6
605,194511.0,339000.0,14.4,5293.2
606,194844.0,337250.0,15.04,5294.3
607,195179.0,336500.0,16.0,5294.3
608,195509.0,334250.0,16.64,5298.7
609,195838.0,331750.0,17.6,5305.3
610,196165.0,330250.0,18.88,5313.0
611,196489.0,327500.0,19.84,5325.1
612,196815.0,326500.0,20.48,5333.9
613,197138.0,325000.0,20.16,5347.1
614,197466.0,325250.0,18.56,5353.7
615,197792.0,325750.0,18.88,5363.6
616,198122.0,326750.0,19.2,5368.0
617,198453.0,328750.0,18.56,5372.4
618,198785.0,329750.0,19.2,5374.6
619,199119.0,331750.0,19.2,5375.7
620,199450.0,332000.0,20.16,5379.0
621,199784.0,332750.0,20.16,5380.1
622,200115.0,332500.0,15.68,5383.4
623,200444.0,331250.0,16.32,5390.0
624,200774.0,331000.0,16.96,5394.4
625,201100.0,329000.0,17.6,5404.3
626,201427.0,328000.0,18.88,5412.0
627,201753.0,327250.0,19.84,5421.9
628,202081.0,326750.0,20.8,5428.5
629,202410.0,327500.0,21.12,5435.1
630,202741.0,328500.0,16.64,5438.4
631,203074.0,330250.0,17.28,5440.6
632,203408.0,331750.0,17.6,5440.6
633,203745.0,333750.0,17.92,5438.4
634,204084.0,335750.0,18.56,5432.9
635,204425.0,337750.0,18.88,5426.3
636,204769.0,340250.0,19.52,5415.3
637,205114.0,342250.0,19.52,5404.3
638,205459.0,343750.0,16.0,5392.2
639,205804.0,344750.0,16.32,5381.2
640,206151.0,345500.0,16.64,5366.9
641,206493.0,344750.0,17.28,5359.2
642,206836.0,344250.0,17.6,5349.3
643,207178.0,343500.0,17.92,5341.6
644,207515.0,341000.0,17.92,5338.3
645,207854.0,340250.0,18.56,5333.9
646,208192.0,339000.0,18.24,5329.5
647,208530.0,338000.0,16.64,5326.2
648,208869.0,338500.0,16.96,5320.7
649,209209.0,338750.0,16.64,5315.2
650,209548.0,339000.0,16.64,5309.7
651,209888.0,339500.0,16.32,5304.2
652,210227.0,339500.0,16.0,5298.7
653,210564.0,338750.0,15.68,5296.5
654,210900.0,338000.0,15.68,5294.3
655,211231.0,335750.0,14.08,5298.7
656,211563.0,334000.0,14.72,5300.9
657,211890.0,331500.0,15.04,5309.7
658,212216.0,329000.0,15.36,5318.5
659,212542.0,327750.0,15.68,5328.4
660,212866.0,325750.0,16.0,5339.4
661,213192.0,325500.0,16.64,5349.3
662,213516.0,325000.0,16.32,5360.3
663,213845.0,325750.0,16.64,5366.9
664,214173.0,326750.0,16.32,5373.5
665,214504.0,328000.0,16.96,5377.9
666,214835.0,329750.0,17.28,5381.2
